objid,ra,dec,class
1237661816561729731,195.90977,11.883649,1
1237661064940945793,121.88326,5.5342197,1
1237648721228202104,174.21327,-0.0164957,0
1237668573081436679,254.05501,12.209279,2
1237648720179102291,230.42663,-0.93705168,0
1237662503753679007,231.7146,39.184671,1
1237654600491008226,153.08395,3.4272679,1
1237668706767144839,263.89714,8.193651,2
1237662498392047733,230.45592,41.041268,1
1237661816024268859,194.54683,11.564948,2
1237674650998669450,171.348,0.49944484,0
1237651252579991682,221.50914,61.251663,0
1237661951352439542,240.92506,8.2786056,0
1237655693011845153,217.21653,-1.5439296,0
1237665532802433736,252.45656,12.046598,2
1237666245237407756,18.488462,24.539014,2
1237661386534289563,223.68741,50.146979,0
1237654398621974552,199.05428,63.621374,0
1237648722292179127,151.88829,0.78643795,1
1237661817098076327,194.7012,12.510442,1
1237655693012631625,219.05533,-1.4699602,1
1237658493336420624,141.53335,7.7574,0
1237648722290344133,147.72897,0.76968722,1
1237662198823649660,235.00452,7.8188516,0
1237661387613995203,240.04223,42.399421,0
1237661816562057366,196.68529,11.841183,1
1237654880211173697,240.15561,2.8365306,0
1237651067889254501,180.41189,66.019552,0
1237670456971100589,45.225833,34.255488,1
1237648720681697470,152.16584,-0.47313896,1
1237658919068565557,192.21566,56.043916,0
1237661950258643089,194.57553,12.550237,1
1237662503753416904,231.10261,39.395663,2
1237661949198532838,226.01717,8.935359,0
1237658493330391576,127.71098,6.0128826,0
1237662199361634840,237.59292,7.74824,0
1237660413184115035,131.74166,6.8526043,1
1237665024903807098,181.51684,34.916443,0
1237667537462427794,131.51766,15.279574,0
1237659161741951086,248.67254,33.741959,0
1237659153682268553,248.63593,32.324945,0
1237670450522620102,137.35316,16.39601,0
1237661950794924072,193.19371,13.108361,0
1237658629161156708,193.31705,11.789062,0
1237661210974683208,227.56491,40.951416,1
1237674649923747874,168.63476,-0.34631792,0
1237650796756664572,145.70654,0.45938881,1
1237662498391457988,229.03181,41.824878,1
1237668571470692623,253.32338,11.227106,2
1237661465984565499,232.06595,37.88717,1
1237654600492843237,157.40286,3.7838235,1
1237654949449039903,235.64396,56.902228,0
1237674655827362078,217.70992,-2.6981886,1
1237660669804806621,125.17581,5.9525047,1
1237654604784730195,150.66028,3.6620418,1
1237655693011911003,217.39273,-1.4892463,1
1237654604250022048,155.58789,3.3712295,0
1237661949184835676,194.3623,11.733719,2
1237651801235718260,153.71478,0.14644812,1
1237661950267818052,215.82263,11.030634,0
1237654398625120304,213.89637,61.215721,0
1237660413184311342,132.12546,6.8996487,1
1237654605859979302,154.01266,4.6124279,0
1237654398619615235,186.73451,64.191552,0
1237658205599367246,230.03483,40.986508,1
1237655499210293421,224.16176,-1.5462062,1
1237657612338200619,172.70392,57.151418,0
1237666210876424235,313.68092,2.3189727,2
1237660613435850847,167.80125,8.965815,2
1237654604249760003,154.98635,3.290548,1
1237655692475105652,217.63038,-1.9795167,1
1237667538539642943,139.15846,18.63757,0
1237666209801699358,311.3239,2.801683,2
1237655108373119043,163.69704,58.319314,0
1237658192688775592,134.30033,37.601419,0
1237657873796038916,151.40072,44.469594,0
1237651250969051394,218.60305,60.547135,0
1237655693011649166,216.76095,-1.6686305,2
1237661815487332452,194.35147,11.19301,1
1237654604788138319,158.40367,3.9611988,1
1237648721754062946,149.11525,0.30553309,1
1237660669804741062,124.9959,6.0269335,1
1237666090051961150,18.024184,15.443904,0
1237668707298968044,253.3709,13.547747,2
1237651250974228609,236.00069,53.317611,0
1237648721219092700,153.38532,-0.03655873,1
1237661354316005402,176.63897,58.164036,0
1237662498393358504,233.69826,39.332815,1
1237658303281496086,170.87564,59.056465,2
1237648704045514805,195.48901,-0.25905492,0
1237648721216078045,146.46892,-0.09284351,1
1237648721217323196,149.2995,-0.15945497,1
1237660670341939488,125.60325,6.4576813,1
1237658203957428391,133.58337,35.951226,0
1237658491737342033,168.19795,8.89717,2
1237674648848040174,164.273,-1.1272137,0
1237670449979917321,124.51235,11.830999,0
1237657611267407966,185.0165,56.974166,0
1237665441540669923,253.19913,11.651345,2
1237654602639409422,155.20743,5.2292059,0
1237654601028796600,155.18509,4.0439376,2
1237648720697425976,188.1647,-0.60308959,0
1237661068163613116,125.23261,6.5647177,1
1237661388158861801,255.33535,28.999124,0
1237661066017309177,127.66351,7.4765103,1
1237661950795448342,194.41686,13.087304,2
1237648721218044124,151.00222,-0.17070289,1
1237651755100078226,216.58235,2.9971698,0
1237660670353604974,152.29133,10.656225,0
1237655108374364275,168.92757,59.16793,2
1237655691938758741,218.7775,-2.3205423,1
1237667291575615728,132.28876,16.161473,0
1237661387079418032,244.36061,38.431409,0
1237654601026568535,150.17552,3.8198834,0
1237655499208196388,219.40049,-1.8460984,1
1237655495983300803,212.00002,-1.2919591,1
1237666090593812492,18.905941,26.771924,2
1237654604788203651,158.51687,4.0332274,1
1237658493870342316,134.69538,7.3599046,1
1237658303281168515,169.49375,58.990531,2
1237661465984237768,231.40714,38.364268,1
1237658205572235347,142.90451,42.303007,0
1237673807044018901,120.83641,17.725315,0
1237661417674899466,210.18974,54.875523,0
1237651250968395839,216.19547,61.326698,0
1237648720681107666,150.94168,-0.62594474,1
1237662504290746565,232.56293,39.240815,1
1237658205035364410,143.23333,41.921589,0
1237651822174666778,220.86182,3.7630337,0
1237670595478094263,132.36491,12.29884,0
1237662474226630821,233.87719,38.129271,1
1237651066276937831,171.67031,64.316864,0
1237654606395932818,151.91296,5.0100149,0
1237657874867355818,143.95825,42.650859,0
1237661068164203004,126.68812,6.7547476,1
1237659162807369852,231.08526,47.503043,0
1237666210338898071,312.21775,2.7350147,2
1237655499207540877,217.82585,-1.8153784,1
1237648720144171054,150.6535,-1.0030934,1
1237654601026895969,150.92832,3.8170297,2
1237655693015187795,224.97647,-1.4454934,1
1237655498670800960,218.19295,-2.1049097,1
1237654880205406216,226.89001,3.6709311,0
1237658199666000041,138.78983,39.002017,0
1237664834857795752,139.26796,26.822,0
1237650795146051731,145.64525,-0.81551887,1
1237658297920258233,151.34572,5.0715526,1
1237661815487201397,194.08542,11.125946,1
1237661387619303917,250.54331,33.537966,0
1237648722833506451,162.15554,1.1826419,0
1237654606402879691,167.83939,5.4183712,0
1237648705114603641,184.8425,0.48489063,0
1237654669737656559,154.73928,-0.39885226,1
1237678620081325031,312.30246,2.3757654,2
1237655497596666090,217.33744,-3.1557947,0
1237661817635733718,196.61537,12.874148,1
1237648720700112962,194.29548,-0.44479891,0
1237671939260547204,227.86027,56.992982,0
1237658628624285903,193.35317,11.380997,1
1237661418753097742,225.91283,50.974985,0
1237652616204976232,24.077298,-10.097598,2
1237661948652879963,205.81461,10.702953,0
1237654602099982523,149.31637,4.609811,1
1237650796219859039,145.86564,0.05618939,1
1237651251506249817,220.70064,60.529248,0
1237654599954530470,154.09112,3.2206237,1
1237655494909624563,212.17668,-2.2124734,1
1237661817634750618,194.34559,12.939174,1
1237666215685324879,18.392395,25.369403,2
1237655498673553575,224.47903,-2.0068656,1
1237655495446626545,212.48665,-1.6735201,1
1237661386536976439,231.2693,46.668424,0
1237661068162891832,123.65167,6.0700304,1
1237670965380186432,127.95665,11.251746,0
1237674602142760986,212.89678,-1.3053707,1
1237671695524365440,263.43607,7.723395,2
1237658200738890353,136.20737,38.414531,0
1237659161196953777,230.65394,46.204099,0
1237654399152881850,168.01554,63.62185,0
1237661064944877872,130.63433,7.3386426,1
1237661949185491082,195.90542,11.832976,1
1237674655289966817,216.45779,-2.3339854,1
1237661353242263658,176.89662,57.261148,0
1237658493873291492,141.39054,8.2811094,0
1237651752387084486,151.22976,0.95900601,1
1237674655289639169,215.85791,-1.7755415,1
1237660670343119163,128.22827,7.0323896,0
1237661065483845872,135.40554,8.4527905,0
1237662264857460771,223.76026,8.8338992,0
1237654602102473009,155.04836,4.834572,0
1237662473688711289,230.932,39.184032,1
1237660614510444573,169.70131,9.890883,2
1237655691400904824,216.58663,-2.9561044,2
1237658200201888538,136.25325,37.938885,0
1237661388677185601,209.0135,56.426277,0
1237654604787613870,157.21667,3.8146614,1
1237662528456294420,215.78047,11.807354,0
1237655690863706367,215.87534,-3.2118635,1
1237661064404271994,122.28634,5.2180839,1
1237662474226106880,232.62823,38.89297,2
1237651066280673493,191.68814,64.676701,0
1237658191071413008,121.31547,26.867125,0
1237648722291065049,149.33768,0.81491532,1
1237658204497707231,141.38234,40.738774,0
1237654606397636847,155.8292,5.0555426,1
1237662529532526606,221.5788,11.74618,0
1237654670809956545,151.38231,0.48146704,1
1237655693013680439,221.5279,-1.3913667,1
1237662504291795089,235.01285,37.91962,1
1237660670888181921,146.90752,10.47229,0
1237661418207838517,194.74507,57.707865,0
1237661816561270946,194.94141,12.054453,1
1237660669805789544,127.4195,6.4110648,1
1237651801770164478,148.23685,0.61102889,1
1237662533823037797,236.59809,9.0870709,0
1237648721221910533,159.77533,-0.09553422,0
1237658297922093265,155.56731,5.381305,1
1237659162269843690,229.00884,47.973645,0
1237654604247466147,149.78259,3.2255844,1
1237654605857947876,149.35401,4.2952506,1
1237655692475040069,217.44072,-1.9232546,1
1237667291573846099,128.47933,14.676575,0
1237648720682615041,154.36883,-0.54567882,1
1237661386532323560,217.44468,52.452359,0
1237651252579795065,220.56523,61.514531,0
1237654398625775966,216.59796,60.506082,0
1237655499204919496,211.94582,-2.0049794,1
1237661949196370169,221.13322,9.6997115,0
1237654398623678520,207.12625,62.444597,0
1237651821634191480,212.65936,3.5912538,0
1237658205061972159,228.31563,41.32798,1
1237671140407574633,177.12605,0.29365685,0
1237654601028075637,153.52857,3.9422727,1
1237661387075223768,235.11496,45.043937,0
1237655499743232193,215.19512,-1.4745819,1
1237654600492908683,157.43043,3.7685768,1
1237654604787745086,157.59135,3.9620352,1
1237658191075541350,129.52137,32.990739,0
1237674602142826726,213.12768,-1.4059701,1
1237655498132357141,214.55214,-2.7408275,2
1237655108374364195,168.84017,59.121382,2
1237654601028337903,154.13392,3.8944279,2
1237654604248973632,153.15451,3.2802881,0
1237658302741479534,158.08196,56.582442,0
1237654601026568333,150.11501,3.7715528,0
1237660613972787241,167.911,9.391407,2
1237661849868828676,215.35695,39.724674,0
1237680071248969853,19.720441,24.964008,2
1237655108374167711,168.02277,59.097037,2
1237657874327404682,136.45292,38.490957,0
1237655107295707252,150.44485,54.138358,0
1237664285097394419,131.24392,7.9819174,1
1237650795146576079,146.91375,-0.64448137,2
1237668704615072178,253.52203,11.365698,2
1237659163347714199,240.10838,42.541888,0
1237671955902693447,198.84939,12.959913,0
1237658206111989838,150.59046,45.80166,0
1237661065483190420,133.86693,8.1600323,0
1237661949733044406,220.67395,10.092755,0
1237648721218633899,152.28951,-0.06304373,1
1237654601026044097,148.88233,3.7268243,1
1237674650459636175,166.43103,0.11506264,0
1237652615668564115,25.183638,-10.641436,2
1237654608532144412,189.06807,63.893511,0
1237661949721772185,194.54434,12.152536,1
1237651801771409640,151.02848,0.62682958,1
1237654606397964568,156.52756,5.1435419,1
1237654600491925621,155.23536,3.5089374,1
1237655691936923880,214.61716,-2.5019487,1
1237680310162555166,19.057421,30.941632,2
1237666215151927323,20.019231,33.123055,2
1237671125369094305,129.97877,11.29991,0
1237661387064213560,199.16818,56.528672,0
1237654880209928699,237.35208,3.0057015,0
1237655499742052503,212.55458,-1.401715,2
1237650796219728222,145.55032,0.0094953996,1
1237651822176174221,224.35555,3.5878767,0
1237666214074450120,19.876181,24.63031,2
1237661120777683559,49.611269,39.933041,0
1237661353242395052,177.44091,57.392487,0
1237666090056286270,19.07803,25.27972,2
1237666210338636222,311.79045,3.0303034,2
1237668706767210636,263.95593,8.176677,2
1237661065478472475,123.27092,6.3191542,2
1237657773927039196,124.48002,31.474271,0
1237660669805265388,126.20596,6.2044598,1
1237658297920061953,150.82127,5.1580074,1
1237654608534765969,202.3493,62.7756,0
1237661388149424211,237.0615,45.007702,0
1237650796756861140,146.1566,0.56959059,1
1237666407405323495,83.653209,-0.505916,0
1237662534893109322,228.34917,11.520244,0
1237666090056679504,19.281578,26.251662,2
1237680071248838686,19.272495,24.97694,2
1237651752387543294,152.18805,1.0002877,1
1237654610681856083,201.19768,64.557512,0
1237661465982730723,227.58183,40.202077,1
1237655693012762760,219.30462,-1.4702978,1
1237661064943370433,127.35534,6.5546712,0
1237661352705524018,177.57682,56.886828,0
1237661064412069938,139.9902,8.4696263,0
1237671262270521407,128.85631,10.823811,0
1237658205061775535,227.88042,41.496348,1
1237655498671259800,219.19852,-2.2245557,1
1237648720143974543,150.24846,-0.84205713,1
1237651272440283249,201.42018,66.411896,0
1237667729663066358,135.05247,13.872824,0
1237666216222457921,18.109603,25.939578,2
1237648722292113603,151.79943,0.80904455,1
1237662498393882816,235.02096,38.584529,1
1237654880211435896,240.73297,2.7608981,0
1237662198826074422,240.40339,6.8035467,0
1237659163879932571,228.61715,49.709984,0
1237659324421636509,251.16091,33.596447,0
1237654880200557112,215.8837,4.1663878,0
1237661949721182419,193.09402,12.377673,1
1237662636364529777,214.87869,12.487578,0
1237668573081633264,254.4577,12.028942,2
1237654605324353858,156.99554,4.2639644,1
1237658297919209654,148.8752,4.9008625,1
1237662198824108303,236.06991,7.7176383,0
1237654601026830598,150.66769,3.7500786,2
1237661387081777263,248.92382,34.413802,0
1237661064408334607,131.49129,6.9814279,1
1237661817635930277,197.05267,12.758936,1
1237662498391851686,230.07303,41.208491,2
1237661064949792852,141.95164,9.0417153,0
1237648722292310276,152.27686,0.69437005,1
1237659163347255482,239.0411,43.426465,0
1237655691403919632,223.43692,-2.61062,1
1237651801771081883,150.20372,0.54138346,1
1237662473688645727,230.92662,39.383082,2
1237661065478406713,123.06953,6.2140236,1
1237667536925229211,130.9754,14.533818,0
1237662263792239002,243.09026,5.3342604,0
1237658491737866314,169.29868,8.951788,2
1237648720144892145,152.31119,-1.0453774,1
1237658205599761162,230.99895,40.493428,2
1237648705651408925,184.74486,0.89741133,0
1237661065478538026,123.43099,6.3993966,1
1237661065481224616,129.49261,7.3967138,1
1237662504290615404,232.15804,39.438831,0
1237652900759470099,26.296585,-9.253268,2
1237651066278183029,178.07417,64.754322,0
1237654669200588991,154.2188,-0.77497904,1
1237671940871028845,225.8068,57.864357,0
1237648721754980554,151.16896,0.32850747,1
1237660614509527074,167.59402,9.930326,2
1237661815486873810,193.30654,11.276136,1
1237660670353211632,151.33672,10.456792,0
1237658297920716818,152.29061,5.1654816,1
1237662528991985713,213.1513,12.538241,0
1237655499744608688,218.26598,-1.4022033,1
1237661064943239550,127.05643,6.5690182,1
1237665101154746921,253.27982,13.346961,2
1237657877541486923,121.61309,27.400806,0
1237648704580092037,190.26128,0.19955488,0
1237661816024334525,194.71613,11.542534,1
1237671127515725850,177.74472,0.91789262,0
1237661063874674923,138.86013,7.8404487,0
1237654608532209732,189.38331,63.80723,0
1237651800697208965,149.89761,-0.30507553,1
1237654600497299516,167.57445,4.0698611,0
1237661950277189936,237.35333,7.9481534,0
1237661064942584243,125.50965,6.2277855,0
1237648721753014501,146.67518,0.27798105,1
1237667143395639617,121.49913,16.692226,0
1237648720143122520,148.26568,-0.96023619,1
1237648704578519202,186.66342,0.08693992,0
1237658203955659279,129.62538,33.406904,0
1237655692478120248,224.44719,-1.8597205,1
1237655692475498838,218.4685,-1.9128105,1
1237668705689010965,254.34236,11.765888,2
1237648722308563071,189.4024,0.64286013,0
1237655499741855789,212.08174,-1.403512,2
1237648702984618193,224.80636,-1.1864894,1
1237664285093397105,122.30506,5.9673388,0
1237650795145986270,145.49628,-0.73679163,1
1237655691939217555,219.79281,-2.3768779,1
1237648720143253641,148.56556,-0.93608348,1
1237680310163275907,20.860999,30.707968,2
1237661948648161415,194.84356,11.299565,1
1237661065479258238,124.97488,6.6907813,0
1237667782810337324,127.04816,12.56648,0
1237674601606283443,213.38966,-2.2063211,1
1237655109447843992,167.29065,59.659708,2
1237654600489762976,150.22268,3.4732453,1
1237654948909220010,225.39086,60.951609,0
1237655130371653735,239.08435,52.255566,0
1237660669803823823,122.90929,5.6195909,0
1237674649921388746,163.33512,-0.28044286,0
1237661064405975115,126.18083,5.9177171,0
1237655499208523978,220.09751,-1.8177102,1
1237660669809328415,135.38107,7.7777384,0
1237662199363338912,241.42246,7.0386698,0
1237648722850283617,200.41192,1.1461926,0
1237657628444786773,148.91591,45.53808,0
1237655107836968989,166.92179,58.331863,2
1237668706230273662,263.72544,7.85681,2
1237655499747360987,224.62152,-1.2361669,1
1237674655827624281,218.26801,-2.8513408,1
1237660669808607250,133.67886,7.4890628,1
1237668572007759936,253.75286,11.300673,2
1237662530601878196,211.58505,13.999697,0
1237674603754225947,215.30217,-1.290436,1
1237654874824573044,190.85249,63.975527,0
1237661068699763110,123.52186,6.6164015,1
1237661949738090832,232.28029,8.4547956,0
1237674604291555364,216.40923,-1.622389,1
1237655742405345305,218.22089,5.0375609,0
1237662198288744981,239.25843,6.6446882,0
1237661816024793182,195.68657,11.494639,1
1237661064948023538,137.91141,8.5151824,0
1237648720172351604,215.15235,-0.98359033,2
1237661386544185417,247.30773,35.45635,0
1237655493836603539,213.78126,-2.9132807,1
1237655693012304022,218.2774,-1.4897167,0
1237665229990396794,254.11535,12.653421,2
1237662635836244312,234.5497,8.8083391,0
1237658302743969818,168.1217,58.330673,2
1237666276347936953,17.775442,25.312962,2
1237655498136027299,223.00641,-2.4491434,1
1237662534359122723,234.92327,9.9686491,0
1237661388138283231,200.7057,57.183536,0
1237654880739655894,220.99134,4.2612919,0
1237661352704540812,173.50797,56.635589,0
1237648720142729442,147.4937,-0.88315004,1
1237651538178277511,201.45298,66.006911,0
1237668706762490474,254.11364,12.942939,2
1237661064943960425,128.55834,6.9848437,0
1237655128760975588,237.57523,51.553641,0
1237661387066638467,208.50118,55.064171,0
1237651800696815831,149.09028,-0.25137208,1
1237665429724529289,252.24006,13.337898,2
1237666310169952547,1.080855,25.655702,0
1237657612875727062,175.09805,57.898689,0
1237668706762621267,254.43394,12.732404,2
1237658204498296908,142.93996,41.412363,0
1237661416602402921,214.18244,52.973316,0
1237661949185163438,195.09135,11.701987,1
1237654601026699418,150.39791,3.8170689,0
1237651801233359003,148.29325,0.20397009,1
1237666216224620733,18.710427,30.936488,2
1237654606399079030,159.17025,5.2920956,0
1237658203423572345,140.99325,39.46194,0
1237661949722755228,196.81494,12.105853,1
1237661065479258587,125.01431,6.6030541,1
1237674603754094958,215.10136,-1.2083302,1
1237661064941142674,122.28779,5.686371,1
1237668706762686847,254.45116,12.593175,2
1237658191611363460,126.94086,31.953785,0
1237662239101223115,240.84718,6.9051751,0
1237658493870014694,134.01199,7.1866315,1
1237662224055599402,151.56009,34.149073,0
1237661949194076166,215.7582,10.25006,0
1237654605864108177,163.52612,5.0223453,0
1237655498669949288,216.23817,-2.2563602,2
1237655108373905453,166.92518,58.738677,2
1237651800696225983,147.7359,-0.31801106,1
1237654398615617818,166.45011,63.092562,0
1237661949198008420,224.8467,9.0689903,0
1237661121850966668,49.099174,41.175431,2
1237655499206099144,214.53935,-1.8547727,1
1237663531325522370,111.06729,38.578892,0
1237654669202555125,158.74418,-0.7649548,0
1237651249891770406,202.40129,63.007109,0
1237662474763108499,233.19613,39.015438,1
1237661064406893056,128.29931,6.4341512,0
1237671990805463086,205.69275,-0.59547611,0
1237662503754858721,234.51152,37.533574,1
1237661388136513696,193.38635,58.051836,0
1237655691403067480,221.47899,-2.7586659,1
1237662635827331075,214.03953,12.298149,0
1237667538536235338,131.47413,16.141605,0
1237654609608966349,204.80449,63.268848,0
1237651752921661696,145.88615,1.1964676,1
1237661950277321678,237.76454,8.0332202,0
1237648721753538747,147.93482,0.26840802,1
1237674603217092787,214.5368,-1.3762551,1
1237661386532847806,219.18389,51.912406,0
1237661352704213096,172.2442,56.594528,0
1237674649927352551,176.99328,-0.26437112,0
1237662534357549118,231.27755,10.568316,0
1237655691938889855,219.11248,-2.4104898,0
1237674601604317243,209.78337,0.45889862,0
1237662199886315529,209.50678,11.892182,0
1237661065489350771,147.99925,10.250867,0
1237662198824698575,237.26728,7.3254634,0
1237654611216433326,189.17279,65.911704,0
1237654605324943391,158.25049,4.3546774,0
1237651752387477576,152.01113,0.97331864,1
1237671262809424121,133.3191,12.28258,0
1237671126978986051,178.27312,0.94616793,0
1237660669806969059,129.96588,6.8423944,1
1237654605859914011,153.92288,4.6334371,0
1237658297919864916,150.41062,4.9339327,0
1237654875356725330,166.4051,63.313236,0
1237654606396784876,153.84467,4.9381251,1
1237660669807558941,131.31221,7.1987225,1
1237654669737132176,153.46687,-0.37364482,1
1237666210339356687,313.09031,2.243017,2
1237661949184573567,193.80982,11.93332,2
1237660613436375121,169.0302,9.126855,2
1237667292106719955,119.72737,11.483916,0
1237655495446626673,212.42561,-1.6406116,2
1237648721217126813,148.87511,-0.06406012,1
1237651801771737255,151.78662,0.61699148,1
1237658205566271721,128.68271,34.394789,0
1237646586100384379,82.900533,-0.600706,0
1237654606397178058,154.80947,5.1075027,1
1237662473689497755,232.87158,38.154238,1
1237674602680156378,214.1783,-1.6179755,1
1237662198817882335,221.72655,9.7437793,0
1237661951331795089,193.15158,13.570059,1
1237651800161911036,153.55852,-0.71444334,1
1237662198281011437,221.72757,9.3004113,0
1237654605321535657,150.5137,3.969176,1
1237662503217529117,233.11712,37.955742,1
1237658491737735212,169.02941,8.866784,2
1237670965386412348,142.11312,15.073114,0
1237654602101358728,152.49176,4.7845778,0
1237661388142346546,216.24111,54.073692,0
1237654669198885121,150.4398,-0.76435131,1
1237661816024072247,194.10209,11.650488,2
1237660613436440599,169.0829,9.029956,2
1237655691944788200,232.5374,-1.9703427,0
1237654608530964582,183.12974,63.738725,0
1237648721759764644,162.11941,0.23969476,0
1237661068167873054,134.82728,8.650747,0
1237661816025514763,197.51621,11.545569,1
1237651067886764235,166.97802,65.082677,0
1237661352705589271,177.82875,56.894399,0
1237662473152627285,232.65683,37.831697,1
1237680310162948278,19.939578,30.790306,2
1237662474227089564,234.98461,37.592287,1
1237661386531668098,215.02332,53.010197,0
1237648722828918976,151.62786,1.1411449,1
1237660669804281917,123.89054,5.8048077,1
1237664819818135720,165.10774,36.612455,0
1237651800698257548,152.36013,-0.27243481,0
1237667782277267736,135.82814,14.75488,0
1237662473689038957,231.88983,38.713246,1
1237651799624057019,151.30388,-1.1058467,1
1237662503754203230,232.84456,38.43848,1
1237654611218661446,201.26097,65.070944,0
1237654602107519031,166.66751,5.3182325,0
1237661064944353571,129.50599,7.1140569,1
1237661068162236688,122.20706,5.8525436,1
1237654400766181525,181.86808,65.972997,0
1237655692474450128,216.03935,-2.0438137,1
1237666214080152047,21.823386,37.489912,0
1237655692476219478,220.12828,-1.8529297,1
1237666215148716039,19.059298,25.813231,2
1237654602101096629,151.92973,4.632279,1
1237678619007714294,312.61554,1.683099,2
1237674654216290497,216.14791,-2.9241014,1
1237668679386792423,277.57153,41.014504,1
1237654604786565228,154.77604,3.7237117,1
1237655693011976477,217.56746,-1.5735889,1
1237661950795513889,194.49275,12.976114,1
1237648703510872153,200.65,-0.82011432,0
1237680316059418836,20.322538,32.216016,2
1237659163349942611,244.8806,38.993286,0
1237654604248842322,152.96562,3.2889623,1
1237661815486939303,193.48711,11.232038,0
1237661120240485230,48.465807,39.970027,0
1237655691404247165,224.13428,-2.7783614,1
1237680314985021668,18.511087,31.671963,1
1237654602106470559,164.22566,5.2870165,0
1237655499743494363,215.75827,-1.4390517,1
1237661065478734559,123.80624,6.3092175,1
1237648722314526821,202.91042,0.70587744,0
1237661818171621484,194.25364,13.325233,1
1237662636375409125,239.83314,8.3329438,0
1237659153147298052,251.41302,28.807993,0
1237654601563242772,149.59474,4.1994284,2
1237674654216356032,216.24637,-3.0670484,1
1237661387600822294,198.00954,57.057354,0
1237661064940946247,121.80623,5.5686094,2
1237648720163504143,194.80334,-0.88712151,0
1237658199665410384,137.48713,38.146562,0
1237661064404271824,122.34705,5.3339286,1
1237658192686219434,128.6859,34.070657,0
1237654599952826504,150.10344,2.988317,1
1237661068699042276,121.90495,6.2634116,2
1237661064941142771,122.3402,5.6154512,1
1237658205572890919,144.61131,43.135607,0
1237658297919275216,149.11881,4.9014308,1
1237670449986601067,139.40785,16.589181,0
1237670448369238518,124.73708,10.5795,0
1237661385999581433,229.48663,47.194142,0
1237655497598435550,221.39502,-2.8962859,1
1237661354316857549,180.31369,58.414508,0
1237654948372021355,223.60994,61.167368,0
1237655493836406950,213.39666,-2.95713,1
1237661949731995686,218.28542,10.439736,0
1237662636374492105,237.76163,8.7336658,0
1237662200424300614,212.25869,12.061628,0
1237673807585477349,131.16282,21.847757,0
1237651752921399506,145.33887,1.1966007,0
1237658204525035558,227.86376,41.089986,1
1237661949189816419,205.88336,11.205584,0
1237661816561991868,196.5064,11.845452,1
1237662637443318050,226.73538,11.690224,0
1237655499744805274,218.81967,-1.3877265,1
1237654602642489394,162.28724,5.6002453,0
1237657874327994436,138.02903,39.196239,0
1237654669736673375,152.44216,-0.389323,1
1237662529529905314,215.60986,12.608562,0
1237661063870087631,128.56212,5.9925763,1
1237654605326844125,162.62818,4.5152998,0
1237668706225291567,253.15849,12.766969,2
1237661081588728300,49.012714,39.899957,2
1237660670352162918,148.88957,10.363551,0
1237654600492646727,156.9556,3.6832246,1
1237654879669125454,228.23826,3.1934377,0
1237651538186403979,235.10557,56.392267,0
