RA,DEC,AGN,index
194.123392,66.188424,True,96932
18.592737,-2.36608,False,1063622
177.90481100000005,3.262559,False,808175
342.78201095033245,73.25947347014373,True,287068
336.710236,4.632742,True,726817
259.3997050050138,17.96603223318308,True,246129
324.799896,19.112928,False,1217280
221.03856230806423,7.776340189940715,True,229738
125.4588851928711,8.31871509552002,True,36737
254.563812,-10.703437,False,1200629
233.666749,49.83791400000001,True,132440
182.143067,10.15705,False,661460
353.0329166666667,-30.48583333333333,False,1042047
150.183914,18.826887,False,1086031
11.477916666666667,-30.37,True,1042861
26.65575,-9.52515,False,1226749
86.00157416902573,-11.00755008322588,True,221001
254.614197,17.368275,False,1129635
223.939521,41.409011,True,267790
156.710753,4.481859,False,447678
357.298492,11.907646000000002,True,1146420
194.75032,-21.388948000000006,False,1175991
178.105625,24.332123,True,483336
186.5911854627228,-14.5997950161998,True,212828
248.845573,32.74664,False,683803
186.325539,16.999578,True,493306
171.436206,6.168305,True,473813
252.686142,-9.216797,False,1199529
204.3661995171,-9.6533655116986,True,366129
250.184422,20.642669,False,611883
237.554338,43.392812,True,136683
214.7387230946113,52.73716733762585,False,341288
48.630142,6.6013600000000014,False,1157801
239.813658,32.649417,True,268749
110.8777739874478,-60.16096466311744,True,303260
144.34191299999995,5.267074,False,650706
226.062757,30.774112,True,557043
196.423457,24.640138,False,808491
217.636779,-1.996824,True,540956
173.40129167853,0.54643395895439,True,361580
324.821442,-0.343282,True,337456
4.9145428244300735,-2.8733585442304195,True,2987
287.71101125439867,-68.17143072516913,True,299225
234.017624,2.262742,False,1122455
87.28495086055456,-15.311287356700332,True,215979
192.4372705765205,45.77595934938624,True,94349
350.306486350097,-13.705264859775784,True,214571
30.718233,11.677092,False,703209
199.119085,2.615324,True,516276
22.553503,22.827276,False,1153168
148.559677,31.756687,False,1085424
129.48056599999998,56.809723,False,410668
239.467937941204,36.65041503143551,True,138731
218.534103,33.821175,False,1188294
143.90563799999995,5.841143,True,426537
2.9212740000000004,35.219074,False,1055687
150.05305,-2.678851,True,434389
147.464903,49.441212,True,52168
244.873735,19.895415,True,142991
125.320082,31.446587,False,807228
325.124786,0.363624,True,338641
169.78897504992943,-39.8816495172044,True,317683
123.216493,28.958649,False,644672
0.7182609999999999,15.478878,True,386308
164.303673,14.874614,True,74500
150.849423,-1.69583,False,652744
255.7422374048466,66.54669945691974,True,285021
145.063765,9.955472,False,650937
165.50056,25.730301,False,464757
236.608826,4.528207,False,1123880
28.390988,14.863975,True,25650
129.91505077213,19.940434653224003,True,351318
189.924576,-11.348341,True,712186
221.761859,4.01255,False,808755
198.080915,22.198349,False,513910
157.662155,3.684735,False,1089895
234.364151,10.702743,False,1122682
223.43986461534425,-20.45364239190594,True,187201
176.53491957447216,2.129378536603266,True,234994
33.150957625742336,-40.26411196468882,True,165557
206.925055,48.785584,False,667841
280.952322282738,45.49423236751415,True,737936
356.53125,-28.37083333333333,False,1040178
3.1223081927892737,-50.48587757630849,True,305343
221.2568302680785,1.9951022478951643,True,345920
165.598076,15.639421,False,464898
235.712586,-1.744587,False,577504
158.83661999999995,13.847365,True,453214
143.327336,18.525883,True,425550
55.95731254331994,-24.814171316571286,True,180832
218.077515,34.419579,False,1185942
260.331341,72.017775,True,623129
232.682254,39.155964,True,569419
253.569356,44.050785,True,278131
172.612518,-2.116187,True,1097046
349.4882230893372,17.851540511709047,True,157559
334.4667970000001,8.244616,False,1140282
45.665482,5.967525,False,1157239
150.0432818230859,-19.62200352450972,False,376465
191.567816,31.935201,False,499856
227.777476,23.49371,True,560587
336.758209,5.299261,False,1220303
33.756221999999994,13.941106,True,703995
267.955677,59.94961899999999,False,625935
135.009888,13.367245,False,1080767
237.547852,31.29436500000001,False,1124387
235.773285,6.018307,False,1123479
158.211402,14.435931,False,451809
1.4604379520853998,-34.628598651453,False,376574
184.179083,-2.128285,True,491471
231.882065,52.73814399999999,False,1121354
191.09919261339888,1.9182362656587564,True,230091
248.990846,31.814067,False,683879
152.236141,32.616731,True,268110
172.658701,-1.124876,False,475695
194.763672,22.054892,False,1104807
141.311996,8.842814,False,708616
175.5391461422559,-26.88608119358475,True,195695
225.132237,17.891641,True,555084
28.408409489031445,-20.36731383879097,True,190036
266.200559,56.123325,False,625451
248.499139,-0.0292589999999999,True,609087
179.242479,17.021959,True,484842
314.440194,-5.981853,False,689132
117.89541651912596,0.5072584539215164,True,235935
162.719376,44.965069,True,1092273
209.553771,23.971064,True,531479
125.962744,25.492713,True,405459
146.427574,17.649979000000005,False,429596
216.53244,34.53738,False,1179058
193.430206,2.84983,False,1103960
217.836868,33.491631,False,1184779
24.079828672856248,9.779479871892004,True,22033
104.79128919670224,-79.12469904417699,True,306758
162.40706200000002,45.390112,True,72332
2.756599,24.103252,False,1055647
207.2857970403228,76.5400909692212,True,289503
223.365588,-1.802058,True,550906
204.607471,9.305422,True,527630
244.790595,19.043911,False,681774
168.746323,-0.786887,False,1173848
160.235153,5.800513,False,1091272
44.3032,6.187622,True,355009
189.994703,16.285959,False,662876
166.523621,-16.767267,True,710233
0.1023149435540903,-25.82851915188725,True,175506
55.839237,80.40342700000002,False,1158581
252.895386,15.971258,False,1199670
216.24678,33.116428000000006,False,1178013
214.5743989148334,52.57872081556343,False,341251
227.560733,54.075547,True,126441
215.0579431106759,52.94905113870482,False,799197
325.589539,23.568726,False,1217711
349.82791666666674,-27.715,True,1037759
226.726294,38.527856,True,270204
94.98746926977876,-13.342264559306006,True,200957
91.91662824569867,-6.381296387755325,True,737296
249.520828,20.626218,False,610824
151.19734652974108,-6.540735561908108,True,360353
245.273529,1.089848,False,1127286
158.238708,8.626014,False,451885
20.354929,-5.043418,False,1064483
174.796067,4.531306,False,478963
102.93423207794253,20.29248638610602,True,258562
35.62338333333332,-5.138357222222221,True,361994
75.54232217175316,-1.1096548362597594,True,218581
198.020859,19.723804,False,1176298
140.202185,0.4417680000000001,False,420681
220.55566,33.677171,True,543637
248.05007200000003,13.33205,False,683431
162.797521,6.2066019999999975,True,459998
252.407089,-9.428246,False,1199390
188.357686,66.09999,True,494923
32.9216439,7.5097065,True,243170
18.376706,-8.713368,True,389761
213.365385,11.897601,False,537543
16.271601,-7.225025,False,1151277
22.85290051003625,0.3469689220414623,True,20737
59.70438846088,26.461588632312,True,361483
146.873334,32.163536,True,51631
16.473195999999998,0.327797,True,14578
29.82581244407023,-13.14530853884552,True,206811
20.35861,-5.126143,False,699200
215.202179,31.467875,False,714657
209.6675907062447,47.54508929051182,True,110330
215.8889,32.964723,True,115605
26.350687,4.338384,False,1067724
199.267744,-2.013463,True,329589
79.150135937719,46.181984205386,True,352976
172.812241,7.072404,False,1097111
196.58453,32.702959,True,269883
183.7860520982836,-34.654962906371885,True,170461
202.535446,21.755817,False,1109068
261.4770267259225,9.626339652832836,True,233004
123.1368,13.950411,True,400212
70.546227,-0.374949,True,706151
94.20368042212952,43.38110680410711,True,265978
236.799898,32.579194,True,135806
149.056964,49.953889,True,53790
202.599014,11.518473,False,1109103
11.96125,-30.604722222222208,True,1042908
335.4378720933236,-14.879416214622196,True,204398
19.323582,45.020187,False,1151865
325.071655,23.597435,False,1217424
227.952875,23.981919,False,672487
192.605104,23.030983,False,663744
148.890696,-0.632169,True,432604
31.412016,7.011425,False,703396
6.517064,9.473215,True,695348
221.081405,9.966712,False,544776
198.218647,26.785416,True,101567
7.092417010812027,3.944631107672655,True,6382
63.03611770799221,80.28620552663514,True,289411
28.876875,8.577367,False,1155432
16.435593,0.1522,False,1051921
184.3743904236299,-17.313499920148065,True,181572
211.149428,10.254917,True,533465
223.36924,45.37022,False,1228680
336.9479166666667,-30.54972222222224,False,1041335
27.60502717466124,12.226186516704836,True,234326
334.8469992856648,-50.36060404659944,True,307741
214.8862308689884,53.00474886961457,False,799834
222.4456921494229,35.62254406423725,True,270956
252.22934,-6.943460000000001,False,1199298
15.884185,-8.278255999999999,False,1062809
145.61998,45.821495,False,1084521
168.37678200000005,13.075483,False,657724
350.8924515743175,-56.76505803193916,True,314958
294.65519730545867,-85.54618784052032,True,302267
225.535151,28.439754,False,555926
193.4664,7.856405,False,1103987
139.72571000000002,30.207737,True,45684
267.0694427473176,22.93362095406761,True,258307
325.1567334852168,-22.06253382127005,True,188223
156.0446077677044,13.046748898531575,True,63522
199.7309345,15.743962,True,385253
16.979729000000006,1.49856,False,1063155
325.038621,-8.061405,False,691460
30.249155,-14.033687,False,703068
61.88195874552953,-21.40368702817482,True,182648
266.08704166666666,-5.3113277777777785,True,736766
27.403387976159053,-12.709737476871815,True,219535
47.787691680635966,-29.41182808256161,True,195745
10.8679854,1.2282258999999998,True,364512
15.097634052217712,-20.60137866535084,True,182247
144.781295,37.944472,True,353323
214.01309535500232,52.22336403283407,False,792448
188.382011,6.042357,True,494946
298.0340928685299,-48.02750065800844,True,167434
239.757315,7.708682,False,589733
227.888312,46.644462,True,560776
32.632286,16.114475,False,703671
159.973811,14.670871,True,455500
199.91362,20.243404,False,1107447
238.424042,39.014259,False,1124782
30.062798,-12.944628,False,1155673
0.976826,-10.738072,False,709
217.551956,34.05278,False,1183588
164.928584,-1.758256,True,463854
158.96073,17.75348,False,1226372
249.77032000000003,31.064729,False,611238
199.168442,49.359383,False,1106980
223.50156194712432,-19.19230505137858,True,200853
18.705051115828315,0.5897086377612255,True,16596
147.95570473993968,10.547732157407388,True,52645
179.613582,12.395476,False,485320
355.50620066804635,22.511237391112942,True,158961
190.16777,-9.723178,False,1101844
324.409088,-3.604128,False,1137223
50.20726317394764,64.89125430262528,True,285892
325.32154869557155,71.75890023285375,True,293189
161.36283899999995,15.783575,False,656126
256.307953,64.584099,False,1201300
28.51524747771277,80.13217689116613,True,288880
212.355286,-15.495403,False,1112439
150.77951000000004,43.298859,False,1086301
181.372265,11.052576,True,487805
126.658974,8.664661,True,406883
239.352158,37.28795,False,678715
221.47541666666663,-0.6113888888888889,False,1035569
160.545496,45.5795093,True,384149
242.623121,21.934418,True,597536
3.813398,-11.645595,False,693818
255.82544267021703,44.623807094436046,True,269692
113.88104601747152,12.82556092674734,True,228733
335.21805392471083,22.393460883935752,True,154963
229.113637,27.674302,True,128017
142.09851799999996,18.474646,False,423497
130.464111,56.35485500000001,True,40815
159.149136,28.744191,True,453944
192.880954,3.952249,True,502898
238.2958489597588,5.316603146620793,True,137492
138.081445,8.998004,False,648627
3.3291026,-25.3537874,False,1229662
125.693693,9.044952,False,645851
9.677428,6.715045,False,1150157
167.759522,26.715574,False,1094730
222.155239,11.260296,False,670522
199.324309,33.330108,True,263201
182.0532596147846,-15.653256231489232,True,205982
226.175879,55.72747800000001,True,124804
227.740494,46.19941,False,1119568
12.898175,-6.707278,True,1061811
1.9031,35.943092,False,693350
251.319472,19.753227,False,684901
8.660366063586054,36.42894030057308,True,267680
20.12742200412334,4.135880687515705,False,242713
25.309301,-0.7699159999999999,False,641226
19.742443,7.824375,True,698934
60.10146193078543,19.1048086045234,True,251626
197.003921,2.077657,False,1105899
196.140686,41.079781,True,1105500
332.209534,21.893427,True,1139790
21.306768,7.731978,False,1152822
165.002249,15.058599,False,657105
1.375157,14.114765,True,386499
241.081863,52.312843,False,1125989
205.00949,14.806594,True,108084
170.44838047625834,5.077652799272069,True,79322
146.32012613321453,18.910346417801364,True,51169
199.149104,27.1106,True,516361
91.95169468642482,-18.76952606630808,True,187409
10.537792,6.115597,True,696922
155.416819,43.312594,True,62516
242.839264,41.335542,False,597958
30.235905,-14.896213,False,1155697
155.745572,30.674009,False,445000
94.51978244351156,-19.3670371863778,True,195120
15.731468970339812,-21.39821464827568,True,182853
237.803138,2.739384,True,583774
201.163431,13.972069,False,666741
211.7225,55.391674,True,111885
3.8362500000000006,-27.70472222222224,False,1038391
320.021621,-5.978567,False,809790
335.748657,31.930224,False,1140614
218.226196,33.148392,False,1186715
199.052438,-0.0800309999999999,True,516104
358.154694,11.099438,False,1225680
200.797884,30.062317,True,104404
320.6069915881073,-5.809784703440207,True,380156
87.588516,84.46818499999998,False,1075979
232.460877,22.639761,False,673925
217.428757,33.565926,False,1183057
19.424591,-7.3772350000000015,False,1151895
213.55678571114345,54.30184978698142,True,114146
3.939746750373956,24.92818194831517,False,1936
195.87839293359704,-46.080309165024936,True,165249
214.2125241271336,52.38827551692157,False,794061
34.25416666666666,-4.5935,False,800790
229.18887400000003,9.506642,False,672786
148.14003,-1.238521,False,1085294
126.79036,16.067616,True,407114
62.22372876329985,28.64828190223979,True,245862
219.121613,35.008972,False,1190835
159.66833300000005,31.106155,True,454957
247.211579,16.330871,True,144081
257.549896,-11.231215,False,1201671
240.502457,31.525379,False,717369
237.862862,8.107161999999999,True,583949
130.650497,-0.219487,True,411395
145.358218,20.387805,True,50436
223.483732,63.05123100000001,True,551218
265.570282,25.487419,False,1203351
138.774429,-1.253857,True,333713
126.481046,8.234122,False,406522
213.93635467403072,52.38957589543233,False,794421
29.559417680623003,38.673210014338,True,346391
74.05851,-0.592051,True,706376
252.440262,15.186215,False,1129152
1.05795,36.840214,False,693251
179.148596,12.347132,False,660616
214.274909,11.942776,True,538966
235.477448,36.087391,True,716916
191.255447,0.761605,False,1046765
255.156738,44.710289,False,1200879
26.444948,6.084444,True,701497
354.8302,24.353565,False,1223724
344.91824446768624,-25.95814603672043,True,197793
241.299223,58.511185,False,680177
114.82098115302,5.1299501957896,True,349389
260.46859700000005,-0.153361,False,1202331
201.051662,21.393234,True,262728
193.398911,65.755447,False,1175844
249.266262,15.567778,False,610419
359.14686779037424,14.592613039423142,True,160923
353.34875,-30.70583333333333,True,1042041
150.865702,-0.154105,True,435558
252.245178,13.41811,False,1199308
311.9907770734625,-34.225025525012434,True,323583
136.437958,16.643107999999998,True,361032
356.579437,45.141018,False,1145918
117.496819,7.688077000000002,False,1077106
159.28796699999995,31.364955,True,68655
356.155182,-5.991803,True,730612
123.48544290105455,67.44696270629015,True,292284
142.707077,-0.59412,True,1046055
63.53853573834186,6.788847533945585,True,226357
149.77993500000005,44.102497,True,433988
181.745638,23.746152,True,488375
160.48908663318545,-32.373731680788325,True,183535
199.137253,-2.1356740000000003,False,713224
220.62750000000003,1.5630555555555556,False,1036721
162.571464,31.016601,True,459642
171.45329981876012,0.7630922113055488,True,80331
250.517136,63.951614,False,1128677
166.233582,-18.367956,False,1093906
194.689341,47.843029,True,97795
19.478891,46.549198,False,1151915
177.789675,13.913379999999998,True,85184
356.156158,8.752546,True,730613
236.07795833333336,4.972747222222221,False,340753
141.13757177685,-47.98806680609,False,358518
35.808387410174106,-6.092275989350678,True,28275
358.6785225738411,22.129486353149137,True,160748
154.983743,2.339006,True,443099
224.230255,21.194691,False,1117602
325.358709,-0.5623060000000001,True,338260
256.109538,62.360422,False,686347
212.364085,44.936116,False,535687
149.579176,22.80416,True,54368
152.153809,7.57926,False,1172135
217.3194977955445,34.477126859277064,True,714836
167.666524,32.815169,False,467779
206.464067,9.815613,False,667788
173.74833333333336,-0.0177777777777777,False,1035926
26.91301708573648,33.4267308016761,True,265199
317.375763,0.4568350000000001,False,1049059
154.121646,3.125414,False,653824
157.42524699999996,29.09008,False,1089757
157.389053,34.805592,False,1089726
78.30111276831794,-3.4642093984839617,True,222759
136.87915827012142,-3.677952664041483,True,216648
137.20046200000002,29.56678,False,648477
232.543045,28.656118,False,1121696
156.202275,28.17989600000001,True,446255
21.265415121413824,-1.8320039017954004,True,19192
6.467528374376968,17.71709435260408,True,5493
259.935516,-13.842443,False,1202221
351.321743,-10.910507,True,637188
358.543488,-20.580275,True,731662
259.067816,54.374306,False,686962
246.600791,17.617924,False,682635
175.879684,-0.411959,False,1098266
194.778226,48.86898,True,97923
172.809862,38.929041,True,81463
214.04499479836232,52.44841455072583,False,794839
2.638922,-9.914789,False,1172
202.56815,17.34998,True,106385
355.670502,-3.245907,True,730329
331.279877,-9.434263,False,1139579
204.741013,13.343077,False,1109876
8.821909,8.877801,False,1059979
356.274994,15.629721,False,1145719
174.43223600000005,-5.533346,False,1174492
57.503071,-6.1565650000000005,True,393951
0.268651,15.712168,True,386172
210.136398,-6.783637,False,1111365
347.09583333333336,-28.038888888888888,False,1037582
214.52041048478915,52.67961077053042,False,796707
113.532115,18.044659,False,643069
214.682988834916,52.80364613814163,False,798483
252.37074,43.259183,False,685265
334.47375000000005,-30.321388888888887,True,1041219
15.395545779945904,3.2837226891026736,True,13740
31.813039,12.395563,False,641703
356.4077254426813,23.021301869205672,True,159493
253.984669,20.572656,False,685739
212.70868941250487,52.19480326256127,True,342141
12.91652,21.136084,False,1150863
324.147613,26.139688,False,1137064
148.45408600000005,19.513136,False,1085400
18.546946,-1.071925,True,1051252
146.50605692478402,-25.832445241105045,True,175381
214.7119297842973,52.94221260311315,False,799557
20.9031566751262,-22.21678685996144,True,183159
234.465234,32.516975,True,133335
18.41258,21.766573,False,1151547
156.998884877628,24.018122321949164,True,65171
135.36542432972593,38.053103308631385,True,42715
194.281426,58.495921,True,664459
245.269674,13.07951,True,601981
202.025962,32.53291,False,523556
312.36732006594667,-65.90672984005812,True,305466
313.660767,-7.357744999999999,False,1133769
359.2359891429409,37.09900028560724,True,280774
91.61572174173044,-23.65655626323419,True,189860
254.3773350470216,59.5685631925216,True,294253
200.724213,15.11302,True,104306
343.7873878294388,29.40352307546152,True,156830
92.05979704163848,-6.327860963713478,True,737637
113.032135,17.556241,False,642950
214.0453956870947,52.20662071846528,False,792421
188.352698,-1.650298,True,494920
74.417015,-0.276538,True,706395
23.61961513855648,-23.90205332370674,True,182478
280.7143523844572,38.404794186237886,False,267996
176.0080368082743,-47.85240248815886,True,171285
232.621882,1.344208,True,569287
166.984978,6.13316,False,657499
242.23510763672925,0.4330364132253845,True,234247
235.704686,10.18378,False,577475
212.813248,54.983051,False,1112666
239.782732,36.031322,False,589803
10.000101,35.165424,True,696766
153.40979,31.145947,False,1087463
154.865448,30.254778,False,1088215
155.704188,15.980134,False,654391
324.57808110240904,70.07396492119796,True,296441
207.026664,9.02505,True,529822
247.40854,13.261876,False,683053
277.11601549518,6.445216645131401,False,342415
151.19925700000005,49.581931,True,56373
331.627472,-0.134511,False,1049919
148.735019,-1.112201,True,651984
296.03923321122926,-46.20374453596786,True,162361
217.2469473205677,-2.3260324251906708,True,206672
329.708282,27.955267,False,1218978
314.9328470000001,-1.212968,True,336967
180.86592408672547,-31.416822165664385,True,186704
237.6183429188629,43.442922852522926,True,267131
227.94104,27.861424,True,716226
212.675968911029,42.891385309887255,True,113062
359.4884549647521,42.922072477261466,True,276788
221.13836105485,1.8140431181824,True,363934
11.485241776433115,-2.2440882526131003,True,10548
28.097336,57.85649100000001,False,1155194
219.5757642993685,-6.822553436060642,True,221915
73.39511302089872,11.82323746117518,True,244942
158.956432,5.357623,True,453521
225.25018838362084,-31.16459568058094,True,194608
215.192245,55.700417,False,1177622
158.820403,4.727181,True,453184
356.18103,-7.537903,False,1145645
237.595814378702,1.0823154979741665,True,230179
226.27232400000003,16.894354,False,1118804
213.60450897198032,52.16207238988136,False,792237
313.2593489346814,22.07907305946079,True,258561
245.903433,11.822072,False,603292
228.454222,12.729361,True,561641
176.00815,2.474438,False,480579
126.704877,7.020034,False,646301
355.066223,55.706326,False,1223884
156.705948,35.736021,True,378076
334.3503739,5.608422900000001,False,801321
237.780594,0.7626609999999999,False,1194548
25.194192786360816,8.541718455511639,True,23135
23.601540017358165,-86.99396270330531,True,299567
321.3698877770669,19.63934048536801,True,262677
124.20856,32.212527,True,35334
193.210475,2.273515,True,503702
41.57526066786182,-4.906892510628828,True,30198
244.45132400000003,55.491707,False,1127148
148.593445,46.556385,False,1085439
74.124176,0.721598,True,706381
140.154991,8.565936,False,420601
165.896818,17.22032,False,465353
253.699158,13.791946,False,1129417
142.19258100000005,30.389688,False,1083334
249.19468,31.169307,False,683990
148.544081349375,25.16418714386137,True,53251
177.744598,-0.1161799999999999,False,1098778
23.46023,-0.800357,False,641161
28.173014,15.654984,False,1155216
128.211076,15.958707,True,409439
203.967256,14.299382,True,526815
44.82881694268343,-42.40725531240622,True,325586
198.95997619628903,23.0745906829834,True,102310
269.0000935194233,40.68276729198397,True,273398
357.4165892015394,19.03522097593086,True,160080
26.83009891155352,11.398938298781744,True,234835
169.957993,39.692432,False,1095857
1.3297191367669996,-53.55458928912695,True,309552
226.097321,35.168823,False,1118688
61.734841130661145,23.761010649260765,True,256880
5.511957939674164,-0.8247622213259159,True,3904
336.821014,-5.415222,False,1220312
202.206548,27.184771,False,523920
179.848755,0.286342,False,660791
240.126649,36.714461,False,679241
9.901632324955122,-36.651114817855074,True,164596
185.231822,25.802953,True,88412
25.45326774657195,16.375242509892463,True,23476
89.67521671056366,43.30013401867144,True,264476
28.812559553494683,-13.662713186087808,True,215895
205.795553,9.745907,False,667722
166.082726,41.679108,True,76140
222.940834,44.22055,True,120214
222.675415,31.797911,False,1116427
220.45727343242623,21.731742221944245,True,117055
28.30488900000001,-10.40869,False,641542
146.527847,33.463066,False,1084795
246.534306,14.972504,True,238697
179.606101,12.199126,False,485314
147.556229,31.448696,False,1085109
8.664202000000001,3.4765370000000004,True,696272
218.7428988873269,34.143619903220866,True,735879
234.47338,-2.170596,False,675057
209.211319,9.595641,False,1111024
251.087537,75.46862800000002,True,284133
260.50407241330504,11.542728870546757,True,238200
45.113556,3.735749,True,704900
236.203716,33.198369,False,676109
213.5438208696259,30.682440984631423,True,114131
168.51288,16.680144,True,468932
153.858383,7.549863,False,1087662
234.99564300000003,41.378241,True,133902
114.131914,15.994794,False,643202
29.5654195,-14.9825636,False,1229573
181.7028477865972,-8.714679692031622,True,373494
231.769695,46.896144,True,271648
327.9578634903918,24.33824075568447,True,250088
235.04609492268105,39.64565814707085,True,272838
193.649618,61.483627,True,504877
74.54519695679436,-10.68484862499443,True,206430
123.452046,29.081924,False,644762
236.13461661663183,-19.63507721927904,True,186721
38.956670156704185,-17.04823916823823,True,189944
232.354324,24.93051,False,1121569
335.03128,29.368515,True,726537
224.585159,35.564098,False,1192936
17.780773,20.432131,False,1151435
29.649919,15.275187,False,1069742
302.18750835035803,-43.88404923582321,True,171186
46.026947,5.042769,False,1157292
8.337477,3.077607,True,696130
237.241762,-1.883571,False,676864
331.166785468128,25.5593189824962,True,153794
96.14137511390066,52.12370146688475,True,281569
250.308404,13.513541,False,612072
203.152908,13.686672,False,525592
146.042496,33.14315,True,50959
223.435801,0.060307,True,336745
200.310087,-1.7211169999999998,False,519309
129.432086,51.90530800000001,False,410629
207.062106,23.187325,True,529848
320.2198404170092,1.0786868483979275,True,149224
191.511132,4.881321,False,499748
250.59423,32.487409,False,612535
162.023315,-2.6512290000000003,False,1091967
133.852503,17.981673999999995,True,412703
228.79116,24.381894,False,672685
141.525423,-1.953587,True,649569
9.62365519804392,49.6070093050385,True,280193
5.9424980000000005,-0.2442369999999999,True,4637
209.058601,48.14562100000001,True,531076
163.382408,29.37976,True,73473
215.0719280415321,52.99755635673501,False,799679
26.57431,5.1380690000000016,False,1154665
159.438858,30.214596000000004,True,709663
240.13132,60.03244100000001,True,284062
232.28809,46.33847,False,1227036
120.354234,52.204777,False,644091
58.49822681660277,14.701889939557686,True,232635
262.8322295334495,8.239408959480215,False,240484
328.6434259372284,1.4442468122235723,True,238544
28.297497,6.213377,False,1069021
15.937401,22.85512,False,1062825
6.091471,-1.15359,True,1058092
31.333212,12.036876,False,1070527
120.511316,31.885079,False,398110
247.386041,7.472291,True,606634
223.14405061260547,-11.403433682974963,True,209488
246.148725,21.141283,False,603806
195.747985,47.158587,True,99131
37.083272729867,-4.1243093016028,False,341623
109.877616,40.035548,True,395077
242.240463,15.364760999999998,True,596740
5.58955320915436,1.4122072132991328,True,4021
250.147614,17.089185999999998,False,1198320
179.93250440757,3.2900401012151,True,358765
243.438797,39.512333,False,717571
226.888275,36.409527,True,1119144
230.46353941122032,-15.907942672464031,True,222521
193.813065,42.541611,False,1175891
248.40177000000003,-0.175242,True,608892
247.088364,-1.206511,False,1127584
358.2365720924557,13.894183438886776,True,160580
237.23468,33.457981,False,1124228
22.926136,4.873133,False,1153290
24.809946,48.16512700000001,False,1153934
218.797272,34.094906,False,1189514
127.620346,66.48008,False,1170671
153.971544,5.060980000000002,True,440790
245.015092,9.722033,True,601540
333.9864786216,-17.785667733418,True,345698
48.16495132446289,6.468461036682129,True,30973
116.756037,8.724345,False,643738
247.314453,-12.378824,False,1197220
312.4386203125566,-26.713730910237764,True,200985
208.715,22.705821,True,253642
172.983963,14.854034,False,1097180
5.554803571881036,51.66195598540839,False,276425
69.58371537873636,58.10029390376804,True,293479
124.705849,24.366716,False,1078367
147.41566666666662,17.880358333333334,True,52124
350.19875,-31.50055555555555,False,1045292
226.264553,45.651894,True,557541
225.451013,55.912741,True,555746
235.033249,9.732349,True,716876
217.100357,33.12384,False,1181561
156.720978,30.320849,False,1089298
78.6651845955868,-7.289365263299477,True,208265
298.25466364304486,-55.26856610706904,True,300467
356.34274300000016,-6.937846,False,1145766
206.150028,11.021886,True,529167
134.27385209838914,-78.60827533531243,True,309471
156.300509,14.363763,True,63962
144.709747,19.266487,False,427670
137.710648,7.974236,False,1081797
182.1440681153208,14.2577623087337,True,711880
291.74756609148,1.3882851010486,True,352132
199.86,-1.3425,False,1033816
254.397736,-6.451423999999999,False,1200528
64.55368,0.868547,False,1159992
167.567779,15.835349,False,467634
4.932801,-9.041656,True,387800
